ID,TEMA,DATA,STATUS,DESCRICAO,URL,CASOS,CIDADE,UF,TIPO_ORIGEM,TIPO_SERVICO,PROBLEMA
149679157,ATENDIMENTO HORRÍVEL.,2022-05-09,Não respondida,RESPONSÁVEL INCLUSÃO FUNCIONÁRIO PLANO IR INCLUIR COBRAR DUA MENSALIDADE RETORNO EMAIL ACORDO CARGA DIÁRIO SER NENHUM CONCORDEI ACORDO PEDIR CANCELAMENTO PREJUDICAR FUNCIONÁRIO LIGUEI HOJE PEDIR ALTERAÇÃO DAR RETORNO NÃO TENTAR RESOLVER PROBLEMA PÉSSIMO ATENDIMENTO QUESITO IRAR ABIR RECLAMAÇÃO PROCON,https://www.reclameaqui.com.br//hapvida-saude/atendimento-horrivel_NI9cKIT9r5X8po-9/,65,SAO JOAQUIM DA BARRA,SP,HAPVIDA SAÚDE,AUTORIZAÇÃO,"CLINICAS ODONTOLÓGICAS, DEMORA NA EXECUÇÃO"
149663141,HAPVIDA CANCELOU MEU PAGAMENTO EU AINDA EM DIAS.PARA GERAR MULTAS.,2022-05-09,Não respondida,PAGUEI BOLETO FATURA PLANO SAÚDE FAZER PROTOCOLO 36825320220902330824 ATENDENTE LÍVIO SITE FAZER SOLICITAÇÃO 36825320220902331415ATÉ DATA HOJE NADA FEITOR FATO VENCIMENTO DIA FIZ PAGAMENTO CONTA BANCÁRIO DIA 310822ONDE VENCIMENTO DIA 300822ELES FAZER DEVOLUÇÃO QUERER COLOCAR JURO FATURAABSURDO ISSODESEJOR INTERVENÇÃO DE ESSE BASE CONSUMIDORESTAR ENVIAR IMAGEM ASSUNTO,https://www.reclameaqui.com.br//hapvida-saude/hapvida-cancelou-meu-pagamento-eu-ainda-em-dias-para-gerar-multas_UZqOuih13wdplrTh/,65,RECIFE,PE,PLANO DE SAÚDE,ATENDIMENTO,MAU ATENDIMENTO
149696099,ESPERA DE MAIS DE UMA HORA PARA UMA TELE CONSULTA,2022-05-09,Respondida,MARQUEI TELE CONSULTA PRATICAMENTE ANTECEDÊNCIA HORÁRIO 2048 DAR 22H NOITE NADA ATENDIMENTO REALIZAR SIMPLESMENTE NÃO ESPERAR HAPVIDA RESOLVER ATENDER TRABALHO DIA SEGUINTEO CONSULTA ENDOCRINOLOGISTA ANO CAROLINO INDIGNADO ESPERAR NÃO SER ATENDIR MÉDICA NÃO AGENDA TER SER VALER PENA FICAR ESPERAR IGUAL IDIOTA HORA,https://www.reclameaqui.com.br//hapvida-saude/espera-de-mais-de-uma-hora-para-uma-tele-consulta_y3Ph5Oo9QzBV5Our/,65,FORTALEZA,CE,PLANO DE SAÚDE,OUTROS,QUALIDADE DO SERVIÇO PRESTADO
149696743,NEGLIGÊNCIA DE ACOMPANHAMENTO TEA,2022-05-09,Não respondida,FIZ RECLAMAÇÃO DIA DEMORA RETORNO HAPVIDA INÍCIO ACOMPANHAMENTO TEA FILHO ACREDITAR PIAMENTE HAVER CONSEGUIR RESOLVER NOVAMENTE DECEPCIONAR PLANO LIGAR FEIRA VERIFICAR DISPONIBILIDADE CONSULTA ATENDIMENTO TEA FEIRA 050922 COLABORA EDITAR RECLAME UNIDADE MED PREV OLDEMBURGO PARANHO 1830 INFORMEI TER INTERESSE DISPONIBILIDADE CONSULTA MARCAR DIA RECEBI MENSAGEM VER SMS CONFIRMAÇÃO CONSULTA CONFIRMEI PRESENÇA VIO HAPLICATIVO CHEGAR HORÁRIO DATA MARCAR DEPARO CLÍNICA PRESTES FECHAR INFORMAR ATENDENTE DOUGLA MÉDICA HAVER LARGAR ATENDIR 18HRS NÃO MARCAR CONSULTA MESMO ENTRAR FÉRIAS HAVER OCORRER ERRO CALL CENTER MARCAR CONSULTA REALMENTE TRISTAR PAGAR PLANO ACREDITAR IRER RECEBER SUPORTE ATENDIMENTO CUIDADO DEVIDO DEPARAR DESCASO COMPROMISSO IRRESPONSABILIDADE HAPVIDA BRINCA VIDA GERAR ABALO EMOCIONAL ESTRESSE ANSIEDADE BUSCA TRATAMENTO QUALIDADE VIDA MORO TRABALHO DÓI NECESSÁRIO REALIZAR TROCA TRABALHO PARAR PRESENTE CONSULTA PAGAR UBER DESLOCAR ESTABELECIMENTO FILHO REVOLTANTE EMPRESA PESSOA INFELIZMENTE NÃO DESLOCO CONSULTA ESTABELECIMENTO CHEGAR INFORMAR MÉDICO NÃO LARGAR TANTO DESCULPA INFORMAR PREVIAMENTE VER TELEFONE MENSAGEM PLANO NÃO ESTRUTURA ATENDER DEMANDA GOSTAR INFORMAR PODER CANCELAR CONTRATO PROCURAR OUTRO ATENDAR FILHO RESPEITO DIGNIDADE MERECER,https://www.reclameaqui.com.br//hapvida-saude/negligencia-de-acompanhamento-tea_9QkgDV7kquJ94n5V/,65,MACEIÓ,AL,PLANO DE SAÚDE,ATENDIMENTO,"MAU ATENDIMENTO, REDE DE ATENDIMENTO"
149696949,TELECONSULTA,2022-05-09,Respondida,TENTAR UTILIZAR TELECONSULTA FILHOSÓ MANDAR PROTOCOLO PEDIR PRA AGUARDAR 5 DIA NADA RESOLVER PROBLEMAJÁ CADASTR BIOMETRIA DE ELE TERMINAL ATENDIMENTO CONTINUAR PEDIR PRA CADASTRAR SOLICITAR FOTO RG 11 ANO POSSUIR CERTIDÃO NASCIMENTO RESOLR PAGAR PLANO DIA PRA UTILIZAR SERVIÇO PROTOCOLO ABRIR SAC HAPVIDA 36825320220823317126,https://www.reclameaqui.com.br//hapvida-saude/teleconsulta_Ixdsp1I08tvLkcQM/,65,JABOATÃO DOS GUARARAPES,PE,PLANO DE SAÚDE,AGENDAMENTO,DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS
149698151,AGUARDANDO SOLUÇÃO,2022-05-09,Não respondida,AGUARDAR CONTATO HAPVER DIZER FAZER SOLICITAR DADO RESPONDER RECLAMAÇÃO ALIÁS 6 ESPERAR ESPERAR SOLUÇÃO DEFINITIVO RESPEITO CIRURGIA CATARATA MÃE,https://www.reclameaqui.com.br//hapvida-saude/aguardando-solucao_M6Bvpeq6WqEtJVsx/,65,SALVADOR,BA,PLANO DE SAÚDE,ATENDIMENTO,MAU ATENDIMENTO
149698835,MARCAÇÃO DE CONSULTA,2022-05-09,Respondida,1 TENTAR CONSULTA ESPECIALIDADE HAP VIDAR ENDOCRINOLOGIA CONSIGO MARCAR VIO TELEMEDICINA PROFISSIONAL NÃO ENTRAR RECLAMEI HAPVIDA REMARCAR OUTRO DIA FALTAR 1 DIA PRA CONSULTA REALIZAR RECEBER MENSAGEM CANCELAR ANGIOLOGISTA AGENDA ATUALIZAÇÃO PNEUMOLOGISTAR NEM FALAPOIS NÃO REDE CREDENCIAR 3 FICAR COMPLICADO PAGAR QUASE 1000 REAL PLANO NEM CONSULTA ONLINER ACESSO SENSO PLANO REMARCAR URGÊNCIA PROCURO,https://www.reclameaqui.com.br//hapvida-saude/marcacao-de-consulta_-pDZHgxZ8GUWu-EC/,65,FORTALEZA,CE,PLANO DE SAÚDE,AGENDAMENTO,DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS
149691047,FALTA ESPECIALIDADES NA REGIÃO DE LAURO DE FREITAS.,2022-05-09,Respondida,PRONTO ATENDIMENTO LOCALIZAR REGIÃO LAURO FREITA ELEFANTE BRANCO SERVIR ENFEITE ESTRUTURA HOSPITAL ATIVIDADE POSTO MÉDICO ORTOPEDIA GINECOLOGISTAR PSICÓLOGO DENTRE ESPECIALIDADE EMERGÊNCIA PEDIATRIO FUNCIONAR 19 HORA MORAR REGIÃO LAURO FREITA EXTREMAMENTE PREJUDICAR PLANO HAPVIDA NÃO FUNCIONAR OCORRER PESSOA PASSAR MORRER HOSPITAL TRÂNSITO P NÃO ESPECIALIDADE PESSOA MORR HOSPITAL TRISTE REALIDADE HAPVIDA HOJE,https://www.reclameaqui.com.br//hapvida-saude/falta-especialidades-na-regiao-de-lauro-de-freitas_C--HFjvDqQEI4hsM/,65,LAURO DE FREITAS,BA,PLANO DE SAÚDE,ATENDIMENTO,"QUALIDADE DO SERVIÇO PRESTADO, REDE DE ATENDIMENTO"
149690535,INFORMAÇÕES DE AGENDAMENTO DIVERGENTES E CALL CENTER MAL ORIENTADO,2022-05-09,Em réplica,CONSULTA AVALIAÇÃO PSICOLÓGICO MÉDICA HAPVIDURAR NÃO TER VAGA CONTINUAR ATENDIMENTO MESMAA ATENDENTE CALL CENTER ABRIR CHAMADO SETOR RESPONSÁVEL CONSEGUIR AGENDAR PERGUNTAR BOM HORÁRIO AGENDAMENTO PRONTAMENTE INFORMEIR IDEAL 1630 CONSEGUIR 15HS AJUDAR CONTA TRABALHOSEM NENHUM CONTATO RECEBIR MENSAGEM AGENDAMENTO 07HS MANHÃ HORÁRIO IMPOSSIVEL EU TRABALHO ESCOLA FICAR MINHAD PERGUNTAR PERGUNTAR BOM HORÁRIO NÃO LIGAM NÃO CONSEGUIR AGENDAR NELEE OFERECER OPÇÃO ESCOLHA CRIARMO EXPECTATIVA INFORMARR EMPRESA CHEGARR INFORMAÇÃOPRA PIORAR FICAR MARCAR 2 SESSÃO 1 MARCADASERIO BOM ORIENTAR DIREITO CALL CENTER EM ISSO IDEAL INFORMAR POSSIBILIDADE NINGUÉM ENTRAR CONTATO MARCAÇÃO SER AUTOMÁTICO JEITO REALMENTE COMPLICADOUMO TREMENDA RESPEITO COMPROMISSO,https://www.reclameaqui.com.br//hapvida-saude/informacoes-de-agendamento-divergentes-e-call-center-mal-orientado_D8pkD_cECF52zPif/,65,SALVADOR,BA,PLANO DE SAÚDE,AGENDAMENTO,DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS
149690035,FALTA DE PRESTAÇÃO DE SERVIÇO PAGO,2022-05-09,Não respondida,NOITE RECLAMAÇÃO MEIO RESOLVER CONTATO PLANO SAÚDE ÚLTIMO LIGAÇÃO FIQUEI 20 MINUTO LIGAÇÃO ATENDENTE DESLIGAR CARA 3 ESPERAR CONSULTA PRA FILHA NEUROPSICOLOGO PEDIR FAZER PRAZO URGÊNCIA NEUROPEDIATRA LEVEI PEDIDO AUTORIZAÇÃO INFORMAR PLANO PROFISSIONAL ATENDIMENTO DIA 27052022 FALAR IR COLOCAR FILA ESPERA SURGISSE PROFISSIONAL PASSAR HOJE DIA 05092022 TENTATIVA CONTATO INFORMAR NEM PEDIR CONSULTA RESUMIR PAGAR PLANO CARO HORA PRECISÃO PLANO NÃO CUMPRIR DEVER ATRASAR DIA PAGAMENTO SUSPENDER PLANO SER PRECISO ENTRAR PROCESSO PLANO ENCAMINHAR FILHA PRO ACOMPANHAMENTO NECESSITAAGUARDO RETORNO,https://www.reclameaqui.com.br//hapvida-saude/falta-de-prestacao-de-servico-pago_53B1rY521gjWH3wg/,65,ANÁPOLIS,GO,PLANO DE SAÚDE,OUTROS,QUALIDADE DO SERVIÇO PRESTADO
149688367,SEM PSIQUIATRA PARA MARCAR CONSULTA,2022-05-09,Resolvido,TENTAR MARCAR CONSULTA ONLINE PSIQUIATRA NÃO CONSIGO HAVER,https://www.reclameaqui.com.br//hapvida-saude/sem-psiquiatra-para-marcar-consulta_PU_ajsPMc5kDQUxJ/,65,GOIÂNIA,GO,PLANO DE SAÚDE,AGENDAMENTO,DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS
149687497,ORTO ESPECIALISTA EM JOELHO,2022-05-09,Não respondida,HOJE AGUARDAR CONSULTA ORTOPEDISTA JOELHO ESPOSO LIMINAR,https://www.reclameaqui.com.br//hapvida-saude/orto-especialista-em-joelho_0hHWM55uzEdu4Rbf/,65,SALVADOR,BA,PLANO DE SAÚDE,ATENDIMENTO,"REDE DE ATENDIMENTO, DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS"
149686457,INADIMPLENCIA DE PAGAMENTO DE SERVIÇOS MEDICOS PRESTADOS,2022-05-09,Não respondida,MÉDICO CIRURGIÃO APARELHO DIGESTIVO CIRURGIÃO BARIÁTRICO FIRMEIR CONTRATO PRESTAÇÃO SERVIÇO HAPVER ABRIL 2021 CONSULTA CIRURGIA GOIÂNIA GO SERVIÇO PRESTAR ADEQUADAMENTE MOTIVO ALHEIO ROMPER CONTRATO UNILATERAL EMPRESA JANEIRO 2022 FICAR ABRIR 1602 CONSULTA MAIO 2021 JANEIRO 2022 3 CIRURGIA BARIÁTRICO 3 CIRURGIA LAPAROTOMIA VIDEOLAPAROSCOPIA MULTA CONTRATUAL 10 SALÁRIO MÍNIMO VÁRIAS TENTATIVA ADIMINISTRATIVO RECEBIMENTO SUCESSO TOTAL DÉBITO R 12924090,https://www.reclameaqui.com.br//hapvida-saude/inadimplencia-de-pagamento-de-servicos-medicos-prestados_-TTXwhbwCgKgo947/,65,GOIANIA,GO,HAPVIDA SAÚDE,ADMINISTRATIVO,
149685175,PLANO ODONTO PROPAGANDA ENGANOSA,2022-05-09,Não respondida,CONTRATEER PLANO ATO CONTRATAÇÃO DIZER COBR EXTRAÇÃO SISO 1 TENTAR ACHAR ALGUM CLINICA CONVENIAR FAZER PROCEDIMENTO NENHUM REALIZO PERDA DINHEIRO SINCERAMENTE DECEPCIONAR NENHUM CLÍNICA RIBEIRÃO PRETO SERTÃOZINHO REALIZAR PROCEDIMENTO CONVÊNIO CONSIDERAR OCAR CHAMAR ATENÇÃO PLANO EXTRAÇÃO SISO PARTICULAR FICAR TORNO 600 REAL DENTE PRECISO EXTRAIR 4 PRA EU CONDIÇÃO PAGAR 2400 PROPÓSITO ADQUIRIR CONVÊNIO NÃO HAVER SOLUÇÃO PROBLEMA ESTAREI CANCELAR PLANO,https://www.reclameaqui.com.br//hapvida-saude/plano-odonto-propaganda-enganosa_9KQ9-H7PWmnn1mIi/,65,SERTÃOZINHO,SP,HAPVIDA SAÚDE,ATENDIMENTO,"REDE DE ATENDIMENTO, PROPAGANDA ENGANOSA"
149684433,EXÉRESE..,2022-05-09,Não respondida,DIA 1108 FIZ CONSULTA DERMATOLOGISTA ORIENTAR EXÉRESE SUTURA SIMPLES PEQUENO LESÃO FACEO PROBLEMA DATA SER EMPURRAR VÁRIAS DESCULPA PROTOCOLO MESMO DESCULPA IR PASSAR AUDITORIA PEDIR 1 7 DIA ÚTIL RESPOSTAESTAR PROBLEMA LESÃO,https://www.reclameaqui.com.br//hapvida-saude/exerese_idP3Z_5qQk6qCDCF/,65,GOIÂNIA,GO,PLANO DE SAÚDE,EXAMES / PROCEDIMENTOS,"DEMORA PARA AUTORIZAÇÃO DE CONSULTAS, EXAMES E CIRURGIAS"
149682065,MARCAÇÃO DE CONSULTA PARA PEDIATRA RN,2022-05-09,Não respondida,PRECISO MARCAR CONSULTA RN FIZ CONTATO SITE ATENDIMENTO NÃO VONTADE PROCURAR DATA INFORMAR TER VAGA DIA 2109 BB NASCER 2808 PRECISO CONSULTA APARTIR DIA 09 NÃO ESPERAR DIA 21ESTE DIÁLOGO REGISTRADO N 2022090524395310,https://www.reclameaqui.com.br//hapvida-saude/marcacao-de-consulta-para-pediatra-rn_Ou-USTCtUyXNBX9M/,65,SALVADOR,BA,PLANO DE SAÚDE,ATENDIMENTO,"REDE DE ATENDIMENTO, DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS"
149678055,SUPERLOTAÇAO PARA CONSULTA OFTALMOLÓGICA,2022-05-09,Não respondida,REALIZAR CONSULTA ESPERAR 1 CONSEGUIR PROBLEMA NAO EXISTIR SUPERLOTAÇAO AGENDAR TAMBEM SUPERLOTAÇAO ATENDIMENTO,https://www.reclameaqui.com.br//hapvida-saude/superlotacao-para-consulta-oftalmologica_l_B4qJFD1oIAY3op/,65,SALVADOR,BA,HAPVIDA SAÚDE,OUTROS,
149663113,EXAMES QUE SOMEM,2022-05-09,Não respondida,SÁBADO DIA 0309 FIZ 2 EXAME HAP VIDA AGUANAMBI ENTRAR CONTATO HOJE INFORMAR NÃO REGISTRO EXAME PRECISO RETORNO URGÊNCIA PACIENTE CLIENTE EMPRESA,https://www.reclameaqui.com.br//hapvida-saude/exames-que-somem_2cyMQTi09wNU-Q89/,65,FORTALEZA,CE,HAPVIDA SAÚDE,EXAMES / PROCEDIMENTOS,"RESULTADO DE EXAMES EXTRAVIADOS, EXAMES LAB E IMAGENS, EXAMES LAB. E IMAGEM"
149649949,COBRANÇA INDEVIDA,2022-05-09,Não respondida,052022 FATURA VIR ENTRAR CONTATO SAC FALAR CERTO EVIDENCIEI FORMATO COBRANÇA NÃO TER CONTRATAR RESPONDI EMAIL VER SAC NÃO NENHUM RETORNO BOLETO INFORMAÇÃO PENDENTE SER SER COBRAR ERRAR,https://www.reclameaqui.com.br//hapvida-saude/cobranca-indevida_dtW6sfgSK0m-2hv0/,65,BAURU,SP,PLANO DE SAÚDE,FINANCEIRO,COBRANÇA INDEVIDA
149659485,NÃO TEM ESPECIALISTA DE JOELHO EM BARRETOS,2022-05-09,Respondida,TENTAR CIRURGIA 2 ANO NÃO COM SI NÃO ESPECIALISTA JOELHO BARRETOSSP JA PASSAR 4 MÉDICO PLANO CHEGAR ATENDER NÃO ESPECIALISTA JOELHO SAIR PLANO NÃO ATENDER CIRURGIA JA VIAJEI RIBEIRÃO PRETO CONSULTARACABEI MARCAR CONSULTA DIA 130922 PESQUISAR MÉDICO NÃO ESPECIALISTA JOELHOLAMENTÁVEL SITUAÇÃOPAGAR PLANO FIZ RESSONÂNCIA IR,https://www.reclameaqui.com.br//hapvida-saude/nao-tem-especialista-de-joelho-em-barretos_FS37lrC5FcBKWqp3/,65,BARRETOS,SP,PLANO DE SAÚDE,OUTROS,
149632637,DEMORA NO AGENDAMENTO,2022-05-09,Respondida,FIZ RECLAMAÇÃO DEMORA 4 PRA AGENDAR CIRURGIA GINECOLÓGICO DIA 2908 TER SER AGENDAR DIA 2912 HAPVIDA ENTRAR CONTATO COMIGO PEDIR PRA ENVIAR EMAIL FOTO GUIA CIRURGIA ENVIEI DIA 3108 AGUARDO RESPOSTA PLANO NADA EXAME PRONTO FIZ CIRURGIA DEZEMBRO 2021 EXAME PRÉ OPERATÓRIO EXAME VENCER CIRURGIA NÃO MARCAR GOSTAR PLANO RESOLVER PROBLEMA,https://www.reclameaqui.com.br//hapvida-saude/demora-no-agendamento_G6Vc4xEyjvt2UFwD/,65,OLINDA,PE,PLANO DE SAÚDE,AGENDAMENTO,AGENDAMENTO
149633175,IMPEDIDO DE MARCAR CONSULTA ON-INE,2022-05-09,Respondida,PROBLEMA HAPVIDA NÃO COM SI MARCAR CONSULTA ONLNE COLOCO OPÇÃO NÃO CARREGAR FICO IMPEDIR CONTINUIDADE INFORMAR CIDADE ESPECIALIDADE MÉDÍCA ETC,https://www.reclameaqui.com.br//hapvida-saude/impedido-de-marcar-consulta-on-ine_nLxMrEGI48rK86lc/,65,FORTALEZA,CE,PLANO DE SAÚDE,AGENDAMENTO,DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS
149633839,TERAPIAS TEA,2022-05-09,Não respondida,MARQUEI TERAPIA FILHO ENCAMINHAR PRA CLINICA ALDEOTO NÃO CHAMAR TERAPIA FILHO ENTRAR SALA SER FONO PSICÓLOGA TO MESMO NÃO NADA FICAR SENTAR ESCREVER COMPUTADOR PASSAR 20 MINUTO TERMINAR HOJE PERGUNTEI DIZER SO PRA NÃO TA TER ACESSO TERAPIA TEA PRA ENTRAR TEA VOCE FICAR FILA ESPERA FILHO PRECISAR INTERVENÇÃO URGENTE PROFISSIONAL RECOMENDAR PRECOCE CRIANÇA DESENVOLVER FILHO 6 ANO,https://www.reclameaqui.com.br//hapvida-saude/terapias-tea_SZX3_PTrmioks2bT/,65,FORTALEZA,CE,HAPVIDA SAÚDE,ATENDIMENTO,"PROBLEMAS COM O ATENDIMENTO, QUALIDADE DO SERVIÇO PRESTADO, EQUIPE DE ATENDIMENTO"
149634165,NÃO CONSIGO TRATAR MEU CANAL NO DENTE,2022-05-09,Respondida,NÃO CONSIGO MARCA RETRATAMENTO CANAL DAR AGENDA INDISPONÍVELASSIM FICAR DIFÍCIL FIZ PLANO CUIDAR DENTE NÃO CONSEGUIR PERDÊLO,https://www.reclameaqui.com.br//hapvida-saude/nao-consigo-tratar-meu-canal-no-dente_5G8-v0wMvdtcJKbY/,65,LAURO DE FREITAS,BA,PLANO DE SAÚDE,OUTROS,
149634395,DESCASO NA MARCAÇÃO DE CONSULTA DE PRENATAL,2022-05-09,Em réplica,37 SEMANA 3 DIA GESTAÇÃO DIA 020922 TENTAR AGENDAR ATENDIMENTO OBSTETRA DIA 090922 SOLICITAR MESMO NÃO OBTENHAR SUCESSO HAPVIDA INFORMAR SIMPLESMENTE NÃO EXISTIR VAGA NÃO SOLUÇÃO SITUAÇÃO PRÓPRIO MÉDICA SOLICITAR CONSULTA SER MARCAR 07 DIA PLANO NÃO CUMPRIR ÚNICO PRAZO NÃO CONDIZENTE NECESSÁRIO AGENDAMENTOME DAR PRAZO 5 DIA ÚTIL RESOLVER PROBLEMA PRAZO ENCERRAR DATA PRECISAR CONSULTARQUERO ATENDIMENTO HUMANIZAR HAPVIDA OFERECER GERAR EXTRESSE TRANSTORNO EU GESTAÇÃO NÃO DEVER ABORRECIMENTO FAZER PASSAR,https://www.reclameaqui.com.br//hapvida-saude/descaso-na-marcacao-de-consulta-de-prenatal_ka18V75_vJM4X46A/,65,JABOATÃO DOS GUARARAPES,PE,PLANO DE SAÚDE,AGENDAMENTO,DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS
149636383,PROPOSTA ENGANOSA / COBRANÇA INDEVIDA,2022-05-09,Não respondida,DIA DIA 09082022 1418 ADERI PLANO HAPVIDO SAÚDE CLASSE BENEFICIO INTERMÉDIO CONSULTORA EDITAR RECLAME CONVERSA CONSULTORA EXPLICAR BENEFÍCIO PLANO CARÊNCIA ADESÃO VIGÊNCIA POR CONVERSA APLICATIVO WPP INFORMAR ADESÃO FICAR VENCIMENTO DIA 15082022 VENCIMENTO VIGÊNCIA PLANO DIA 15092022 AGOSTO 2022 PRESTADORA SERVIÇO COBRAR MENSALIDADE PLANO DIZER ATRASADO HAVER VENCER DIA 20082022 ENTRAR CONTATO CONSULTORA MANDAR PRINTS CONVERSA PERCEBER ERRO IMAGEM GRIFAR MENSAGEM MANDAR EXPLICAR VENCIMENTOA ÚNICO PLANO SAÚDE ENGANO PESSOA SENTIR EDITAR RECLAME ENGANADOSEGUAR ANEXO IMAGEM ENVIAR CONSULTORA EDITAR RECLAME,https://www.reclameaqui.com.br//hapvida-saude/proposta-enganosa-cobranca-indevida_5uRV9W4jYXE01EQk/,65,ANANINDEUA,PA,PLANO DE SAÚDE,FINANCEIRO,COBRANÇA INDEVIDA
149638425,ATENDIMENTO PÉSSIMO,2022-05-09,Em réplica,MARQUEI EXAME ECOCARDIOGRAMA DOPPLER VIDA IMAGEM ZONA SUL LOCALIZAR RUA JOAO CARDOSO AIR VIAGEM DIA 02092022 1650 CHEGAR HORÁRIO FIQUEI SURPRESO HAVER ENCERRAR ATENDIMENTO VER RECEPÇÃO ANDAR VAZIA APAGAR MÉDICO TER IR DESCER FALAR RECEPÇÃO TÉRREO ATENDENTE SUPERVISORA TER IR DESCASO CLIENTE TOA NINGUÉM ENTRAR CONTATO DESMARCAR EXAMEABSURDO,https://www.reclameaqui.com.br//hapvida-saude/atendimento-pessimo_KRBNbHrIlIjz3D8V/,65,RECIFE,PE,HAPVIDA SAÚDE,ATENDIMENTO,"EXAMES LAB E IMAGENS, MAU ATENDIMENTO, EXAMES LAB. E IMAGEM"
149639249,HAPVIDA RELATA BLOQUEI POR PENDENCIA QUE NÃO EXISTE,2022-05-09,Não respondida,TINHAR PLANO EMPRÊS CNPJ MESMAR SOLICITAR CANCELAMENTO DECLARAÇÃO IMPOR RER OK 2021TENTEI PLANO NOVAMENTE MAE ANO OPERADORA DIZER HAPVDER NEGAR PENDENCIA CNPJJA LIGUEI VARIO DESLIGAR MANDEI 2 EMAIL RETORNO PENDENCIA NÃO DEBITO NENHUM NAO INFORMAR OPERADORA DETALHESABSURDO RESPEITO,https://www.reclameaqui.com.br//hapvida-saude/hapvida-relata-bloquei-por-pendencia-que-nao-existe_yK1Z011CR4ZbpEq0/,65,FORTALEZA,CE,PLANO DE SAÚDE,FINANCEIRO,COBRANÇA INDEVIDA
149640255,PROBLEMAS COM O PLANO DE SAÚDE HAPVIDA,2022-05-09,Respondida,PEDIDO REALIZAÇÃO CIRURGIA NÃO APROVAR MOMENTOO PERÍODO SOLICITAR PLANO APROVAÇÃO EXCEDER NÃO RETORNO CIRURGIA URGÊNCIA EVOLUIR DOENÇA NÃO CONSEGUIR CONTATO OUVIDORIA MESMO NÃO ATENDER PÉSSIMO ATENDIMENTO,https://www.reclameaqui.com.br//hapvida-saude/problemas-com-o-plano-de-saude-hapvida_HGpUkGGoZXJt9oJV/,65,DESCALVADO,SP,PLANO DE SAÚDE,EXAMES / PROCEDIMENTOS,"DEMORA PARA AUTORIZAÇÃO DE CONSULTAS, EXAMES E CIRURGIAS"
149641447,MAL ACOLHIMENTO NA EMERGÊNCIA,2022-05-09,Respondida,DIA FILHA ATENDER 02 SEMANA EMERGÊNCIA HOSPITAL TEREZA LISEUX ATENDIMENTO PÉSSIMO QUALIDADE MÉDICO ARROGANTE BOSSAL NÃO ENTENDER TRABALHADOR OUTRO ACHAR SEMI DEUS NÃO EXAMINAR NÃO AVALIAR NÃO POSICIONAMENTO NÃO EXAME CONFIRMAR DESCARTAR SUSPEITA DEIXAR PACIENTE PIOR INSEGURANÇA MÉDICAMEU GENRO ATENDER SEMANA PASSADO EMERGÊNCIA HOSPITAL SUBÚRBIO EXAME RAIO X FACE TOMAR MEDICAÇÃO SAIR DIAGNÓSTICO TINHAA MÉDICO ATENDER FILHA HAPVIDA DAR VÁRIAS SUSPEITA DOENÇA PODER COLOCAR CID ATESTADO MÉDICO COVID 19 SUPERVISÃO RECLAMEI VOLTAR REAVALIAÇÃO SOLICITAR EXAME TESTE COVID DAR NEGATIVO LEVAR 01 HORA REALIZAR ENTRAR EMERGÊNCIA 10H53MIN SAÍMO 14H SEXTAFEIRA AGORAELAR HOJE PERMANECER MESMO SINTOMA DOR FACE CABEÇA OUTRO CONVÊNIO IR LEVÁLA OTORRINOLARINGOLOGISTA AMANHÃ PRECISO REALIZAR URGENTEMENTE RAIO X FACE HAVER POSSIBILIDADE SINUSITEINSATISFAÇÃO COMPLETO TOTAL HAPVIDA,https://www.reclameaqui.com.br//hapvida-saude/mal-acolhimento-na-emergencia_9sd1f7R1zje8b4Oe/,65,SALVADOR,BA,HAPVIDA SAÚDE,ATENDIMENTO,"EQUIPE DE ATENDIMENTO, MAU ATENDIMENTO"
149641617,MÉDICOS EM AGENDAMENTO UM ABSURDO!!!,2022-05-09,Respondida,DIA ABSURDO MÉDICO PRECISO MARCA URGÊNCIA DIA 0909 GINECOLOGISTA PEDIATRIO GENTILEZA AGUARDO,https://www.reclameaqui.com.br//hapvida-saude/medicos-em-agendamento-um-absurdo_WyNYseejxFUew--z/,65,FORTALEZA,CE,PLANO DE SAÚDE,ATENDIMENTO,"REDE DE ATENDIMENTO, DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS"
149641917,CONSULTA,2022-05-09,Não respondida,NÃO CONSIGAR MARCAR CONSULTA REDE CREDENCIADASEMPRE AGENDA CHEIO PRA ATENDER PLANOMAL PARTICULAR CONSULTA DISPONÍVELUM ABSURDO,https://www.reclameaqui.com.br//hapvida-saude/consulta_qAe_n7Tpv35AXBK4/,65,BELÉM,PA,PLANO DE SAÚDE,ATENDIMENTO,"REDE DE ATENDIMENTO, DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS"
